# R4-B --movement 真实 Unity DS 权威运动验收证据
# 权威来源：真实 Unity DS（PhysX 隔离物理场景）复制下来的 _movementSnapshotV1 与 owner 可靠事件
# 客户端 AP 碰撞世界：PMMoverTestWorld（AABB 替身，WorldVersion=1）——不是 PhysX
# 输入 dt=16ms；节拍=真实 Stopwatch 墙钟；DS 预算由 DS 自己的墙钟累计

## 客户端 A（本端 uid=301，对手 uid=302）
note: ap=ok sp=ok
note: resync 1→2 旧流帧=27 对照帧=56 边界=395→451
apTicksAccepted=395 apTicksRejected=0
apResyncApplied=1 apStreamVersion=2 apUnacked=0 apSnapshotApplied=394 spInterpAuthorityAccepted=3571
apDescribe: PMR4MovementDriver role=AutonomousProxy epoch=1 instance=1 stream=2 pending=395 confirmed=395 unacked=0 journalPending=0 journalSeq=0 journalFailed=False frozen=False
apCounters: snapshotQueued=3587 snapshotApplied=394 snapshotDecodeFailed=0 snapshotRejectedIdentity=0 snapshotRejectedStreamNewer=8 snapshotRejectedWorldVersion=0 snapshotQueueDrops=0 snapshotPublished=0 snapshotStreamRebinds=0 snapshotRebindRejectedRegressing=0 snapshotRebindRejectedFrozen=0 rebindFallbacks=0 inputPayloadsSent=395 inputEntriesSent=788 unackedRetired=395 ticks=395 ticksRejected=0 placeholders=0 eventPayloadsReceived=2 eventBatchesAccepted=2 eventBatchesRejected=0 eventDecodeFailed=0 journalFailed=False journalSeqGaps=0 journalDuplicateEvents=0 journalDispatched=3 journalLateDispatches=0 journalOverflows=0 resyncRequestsSent=0 resyncPayloadsReceived=1 resyncApplied=1 resyncRejectedRegressing=0 resyncRejectedOldStream=0 resyncInlineRejected=0 frozen=False threadViolations=0
# owner 可靠事件（kind 1=ModeChanged, 2=Landed）
event kind=1 value=1 key=2113
event kind=1 value=0 key=2505
event kind=2 value=0 key=2506
# AP 侧收到的真实 DS 权威快照轨迹（wallMs,outputFrame,serverFrame,stream,totalMs,x,y,z,mode,grounded,velX,velY,velZ）
1789904303471,0,0,1,0,-3,1,-0.75,Walking,True,0,0,0
1789904303499,1,5661,1,16,-2.99488,1,-0.75,Walking,True,0.32,0,0
1789904303499,1,5661,1,16,-2.99488,1,-0.75,Walking,True,0.32,0,0
1789904303499,1,5661,1,16,-2.99488,1,-0.75,Walking,True,0.32,0,0
1789904303499,1,5661,1,16,-2.99488,1,-0.75,Walking,True,0.32,0,0
1789904303499,1,5661,1,16,-2.99488,1,-0.75,Walking,True,0.32,0,0
1789904303499,1,5661,1,16,-2.99488,1,-0.75,Walking,True,0.32,0,0
1789904303499,1,5661,1,16,-2.99488,1,-0.75,Walking,True,0.32,0,0
1789904303499,1,5661,1,16,-2.99488,1,-0.75,Walking,True,0.32,0,0
1789904303516,2,6502,1,32,-2.98464,1,-0.75,Walking,True,0.64,0,0
1789904303516,2,6502,1,32,-2.98464,1,-0.75,Walking,True,0.64,0,0
1789904303516,2,6502,1,32,-2.98464,1,-0.75,Walking,True,0.64,0,0
1789904303516,2,6502,1,32,-2.98464,1,-0.75,Walking,True,0.64,0,0
1789904303516,2,6502,1,32,-2.98464,1,-0.75,Walking,True,0.64,0,0
1789904303516,2,6502,1,32,-2.98464,1,-0.75,Walking,True,0.64,0,0
1789904303516,2,6502,1,32,-2.98464,1,-0.75,Walking,True,0.64,0,0
1789904303516,2,6502,1,32,-2.98464,1,-0.75,Walking,True,0.64,0,0
1789904303530,3,8064,1,48,-2.96928,1,-0.75,Walking,True,0.96,0,0
1789904303530,3,8064,1,48,-2.96928,1,-0.75,Walking,True,0.96,0,0
1789904303530,3,8064,1,48,-2.96928,1,-0.75,Walking,True,0.96,0,0
1789904303530,3,8064,1,48,-2.96928,1,-0.75,Walking,True,0.96,0,0
1789904303530,3,8064,1,48,-2.96928,1,-0.75,Walking,True,0.96,0,0
1789904303530,3,8064,1,48,-2.96928,1,-0.75,Walking,True,0.96,0,0
1789904303530,3,8064,1,48,-2.96928,1,-0.75,Walking,True,0.96,0,0
1789904303530,3,8064,1,48,-2.96928,1,-0.75,Walking,True,0.96,0,0
1789904303545,4,9350,1,64,-2.9488,1,-0.75,Walking,True,1.28,0,0
1789904303545,4,9350,1,64,-2.9488,1,-0.75,Walking,True,1.28,0,0
1789904303545,4,9350,1,64,-2.9488,1,-0.75,Walking,True,1.28,0,0
1789904303545,4,9350,1,64,-2.9488,1,-0.75,Walking,True,1.28,0,0
1789904303545,4,9350,1,64,-2.9488,1,-0.75,Walking,True,1.28,0,0
1789904303545,4,9350,1,64,-2.9488,1,-0.75,Walking,True,1.28,0,0
1789904303545,4,9350,1,64,-2.9488,1,-0.75,Walking,True,1.28,0,0
1789904303545,4,9350,1,64,-2.9488,1,-0.75,Walking,True,1.28,0,0
1789904303561,5,10695,1,80,-2.9232,1,-0.75,Walking,True,1.6,0,0
1789904303561,5,10695,1,80,-2.9232,1,-0.75,Walking,True,1.6,0,0
1789904303561,5,10695,1,80,-2.9232,1,-0.75,Walking,True,1.6,0,0
1789904303561,5,10695,1,80,-2.9232,1,-0.75,Walking,True,1.6,0,0
1789904303561,5,10695,1,80,-2.9232,1,-0.75,Walking,True,1.6,0,0
1789904303561,5,10695,1,80,-2.9232,1,-0.75,Walking,True,1.6,0,0
1789904303561,5,10695,1,80,-2.9232,1,-0.75,Walking,True,1.6,0,0
1789904303561,5,10695,1,80,-2.9232,1,-0.75,Walking,True,1.6,0,0
1789904303577,6,12167,1,96,-2.89248,1,-0.75,Walking,True,1.92,0,0
1789904303577,6,12167,1,96,-2.89248,1,-0.75,Walking,True,1.92,0,0
1789904303577,6,12167,1,96,-2.89248,1,-0.75,Walking,True,1.92,0,0
1789904303577,6,12167,1,96,-2.89248,1,-0.75,Walking,True,1.92,0,0
1789904303577,6,12167,1,96,-2.89248,1,-0.75,Walking,True,1.92,0,0
1789904303577,6,12167,1,96,-2.89248,1,-0.75,Walking,True,1.92,0,0
1789904303577,6,12167,1,96,-2.89248,1,-0.75,Walking,True,1.92,0,0
1789904303577,6,12167,1,96,-2.89248,1,-0.75,Walking,True,1.92,0,0
1789904303592,7,13601,1,112,-2.85664,1,-0.75,Walking,True,2.24,0,0
1789904303592,7,13601,1,112,-2.85664,1,-0.75,Walking,True,2.24,0,0
1789904303592,7,13601,1,112,-2.85664,1,-0.75,Walking,True,2.24,0,0
1789904303592,7,13601,1,112,-2.85664,1,-0.75,Walking,True,2.24,0,0
1789904303592,7,13601,1,112,-2.85664,1,-0.75,Walking,True,2.24,0,0
1789904303592,7,13601,1,112,-2.85664,1,-0.75,Walking,True,2.24,0,0
1789904303592,7,13601,1,112,-2.85664,1,-0.75,Walking,True,2.24,0,0
1789904303592,7,13601,1,112,-2.85664,1,-0.75,Walking,True,2.24,0,0
1789904303607,8,14916,1,128,-2.81568,1,-0.75,Walking,True,2.56,0,0
1789904303608,8,14916,1,128,-2.81568,1,-0.75,Walking,True,2.56,0,0
1789904303608,8,14916,1,128,-2.81568,1,-0.75,Walking,True,2.56,0,0
1789904303608,8,14916,1,128,-2.81568,1,-0.75,Walking,True,2.56,0,0
1789904303608,8,14916,1,128,-2.81568,1,-0.75,Walking,True,2.56,0,0
1789904303608,8,14916,1,128,-2.81568,1,-0.75,Walking,True,2.56,0,0
1789904303608,8,14916,1,128,-2.81568,1,-0.75,Walking,True,2.56,0,0
1789904303608,8,14916,1,128,-2.81568,1,-0.75,Walking,True,2.56,0,0
1789904303623,9,16351,1,144,-2.7696,1,-0.75,Walking,True,2.88,0,0
1789904303623,9,16351,1,144,-2.7696,1,-0.75,Walking,True,2.88,0,0
1789904303623,9,16351,1,144,-2.7696,1,-0.75,Walking,True,2.88,0,0
1789904303623,9,16351,1,144,-2.7696,1,-0.75,Walking,True,2.88,0,0
1789904303623,9,16351,1,144,-2.7696,1,-0.75,Walking,True,2.88,0,0
1789904303623,9,16351,1,144,-2.7696,1,-0.75,Walking,True,2.88,0,0
1789904303623,9,16351,1,144,-2.7696,1,-0.75,Walking,True,2.88,0,0
1789904303623,9,16351,1,144,-2.7696,1,-0.75,Walking,True,2.88,0,0
1789904303639,10,17657,1,160,-2.7184,1,-0.75,Walking,True,3.2,0,0
1789904303639,10,17657,1,160,-2.7184,1,-0.75,Walking,True,3.2,0,0
1789904303639,10,17657,1,160,-2.7184,1,-0.75,Walking,True,3.2,0,0
1789904303639,10,17657,1,160,-2.7184,1,-0.75,Walking,True,3.2,0,0
1789904303639,10,17657,1,160,-2.7184,1,-0.75,Walking,True,3.2,0,0
1789904303639,10,17657,1,160,-2.7184,1,-0.75,Walking,True,3.2,0,0
1789904303639,10,17657,1,160,-2.7184,1,-0.75,Walking,True,3.2,0,0
1789904303639,10,17657,1,160,-2.7184,1,-0.75,Walking,True,3.2,0,0
1789904303655,11,19224,1,176,-2.66208,1,-0.75,Walking,True,3.52,0,0
1789904303655,11,19224,1,176,-2.66208,1,-0.75,Walking,True,3.52,0,0
1789904303655,11,19224,1,176,-2.66208,1,-0.75,Walking,True,3.52,0,0
1789904303655,11,19224,1,176,-2.66208,1,-0.75,Walking,True,3.52,0,0
1789904303655,11,19224,1,176,-2.66208,1,-0.75,Walking,True,3.52,0,0
1789904303655,11,19224,1,176,-2.66208,1,-0.75,Walking,True,3.52,0,0
1789904303655,11,19224,1,176,-2.66208,1,-0.75,Walking,True,3.52,0,0
1789904303655,11,19224,1,176,-2.66208,1,-0.75,Walking,True,3.52,0,0
1789904303670,12,20683,1,192,-2.60064,1,-0.75,Walking,True,3.84,0,0
1789904303670,12,20683,1,192,-2.60064,1,-0.75,Walking,True,3.84,0,0
1789904303670,12,20683,1,192,-2.60064,1,-0.75,Walking,True,3.84,0,0
1789904303670,12,20683,1,192,-2.60064,1,-0.75,Walking,True,3.84,0,0
1789904303670,12,20683,1,192,-2.60064,1,-0.75,Walking,True,3.84,0,0
1789904303670,12,20683,1,192,-2.60064,1,-0.75,Walking,True,3.84,0,0
1789904303670,12,20683,1,192,-2.60064,1,-0.75,Walking,True,3.84,0,0
1789904303670,12,20683,1,192,-2.60064,1,-0.75,Walking,True,3.84,0,0
1789904303685,13,22072,1,208,-2.53824,1,-0.75,Walking,True,3.9,0,0
1789904303685,13,22072,1,208,-2.53824,1,-0.75,Walking,True,3.9,0,0
1789904303685,13,22072,1,208,-2.53824,1,-0.75,Walking,True,3.9,0,0
1789904303685,13,22072,1,208,-2.53824,1,-0.75,Walking,True,3.9,0,0
1789904303685,13,22072,1,208,-2.53824,1,-0.75,Walking,True,3.9,0,0
1789904303685,13,22072,1,208,-2.53824,1,-0.75,Walking,True,3.9,0,0
1789904303685,13,22072,1,208,-2.53824,1,-0.75,Walking,True,3.9,0,0
1789904303685,13,22072,1,208,-2.53824,1,-0.75,Walking,True,3.9,0,0
1789904303700,14,23426,1,224,-2.47584,1,-0.75,Walking,True,3.9,0,0
1789904303700,14,23426,1,224,-2.47584,1,-0.75,Walking,True,3.9,0,0
1789904303700,14,23426,1,224,-2.47584,1,-0.75,Walking,True,3.9,0,0
1789904303700,14,23426,1,224,-2.47584,1,-0.75,Walking,True,3.9,0,0
1789904303700,14,23426,1,224,-2.47584,1,-0.75,Walking,True,3.9,0,0
1789904303700,14,23426,1,224,-2.47584,1,-0.75,Walking,True,3.9,0,0
1789904303700,14,23426,1,224,-2.47584,1,-0.75,Walking,True,3.9,0,0
1789904303700,14,23426,1,224,-2.47584,1,-0.75,Walking,True,3.9,0,0
1789904303716,15,24828,1,240,-2.41344,1,-0.75,Walking,True,3.9,0,0
1789904303716,15,24828,1,240,-2.41344,1,-0.75,Walking,True,3.9,0,0
1789904303716,15,24828,1,240,-2.41344,1,-0.75,Walking,True,3.9,0,0
1789904303716,15,24828,1,240,-2.41344,1,-0.75,Walking,True,3.9,0,0
